Interface Name,Source Name,Element Name,LDM Field,LDM Object,LDM Text,LDM Text Type,Internal ID
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,bp_adviser_id,Adviser Natural Person ID,,LDM:btfg$code_ldm_obj_fld.acc$avsr_person,ldm_obj_fld,acc$avsr_person
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,acc_name,Name,,LDM:btfg$code_ldm_obj_fld.acc$name,ldm_obj_fld,acc$name
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,bp_acc_prod_id,Product,,LDM:btfg$code_ldm_obj_fld.acc$prod_id,ldm_obj_fld,acc$prod_id
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,invstr_dom_country_id,Country,,LDM:btfg$code_ldm_obj_fld.addr_postal$country,ldm_obj_fld,addr_postal$country
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,invstr_dom_state_id,State ID_,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_id_,ldm_obj_fld,addr_postal$state_id_
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,invstr_type_id,Person Type ID,,LDM:btfg$code_ldm_obj_fld.person$person_type,ldm_obj_fld,person$person_type
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,invstr_fname,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Clients,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT.XSD,bp_avsr_lname,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI Deceased Estates,BTFG$UI_DEC_EST_LIST.DOC.XSD,resp_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Deceased Estates,BTFG$UI_DEC_EST_LIST.DOC.XSD,resp_phone,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,bp_status_id,BP Status ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_status,ldm_obj_fld,acc$acc_status
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,acc_own_struct_id,Account Structure Type ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_struct_type,ldm_obj_fld,acc$acc_struct_type
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,bp_is_open,Is BP open,,LDM:btfg$code_ldm_obj_fld.acc$is_opn,ldm_obj_fld,acc$is_opn
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,bp_pri_phone_nr,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_birth_suburb,City,,LDM:btfg$code_ldm_obj_fld.addr_postal$city,ldm_obj_fld,addr_postal$city
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_birth_country,Country,,LDM:btfg$code_ldm_obj_fld.addr_postal$country,ldm_obj_fld,addr_postal$country
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_birth_state_alt,State,,LDM:btfg$code_ldm_obj_fld.addr_postal$state,ldm_obj_fld,addr_postal$state
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_birth_state_id,State Name,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_,ldm_obj_fld,addr_postal$state_
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_rel_id,Client authority id over its account,,LDM:btfg$code_ldm_obj_fld.person$auth_role,ldm_obj_fld,person$auth_role
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,gcm_id,GCM ID,,LDM:btfg$code_ldm_obj_fld.person$gcm,ldm_obj_fld,person$gcm
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_has_tfn,Person has TFN,,LDM:btfg$code_ldm_obj_fld.person$has_tfn,ldm_obj_fld,person$has_tfn
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_wtax_exmp,Withholding Tax Exemption ID,,LDM:btfg$code_ldm_obj_fld.person$wtax_exempt,ldm_obj_fld,person$wtax_exempt
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_acn,Australian Company Number,,LDM:btfg$code_ldm_obj_fld.person_legal$acn,ldm_obj_fld,person_legal$acn
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_asic_name,ASIC Name,,LDM:btfg$code_ldm_obj_fld.person_legal$asic_name,ldm_obj_fld,person_legal$asic_name
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,bp_pri_ctact_fname,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,has_to_accept_tnc,Has T&C Document,,LDM:btfg$code_ldm_obj_fld.person_natural$has_docm_tnc,ldm_obj_fld,person_natural$has_docm_tnc
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_reg_online,Is Person a Panorama Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_reg,ldm_obj_fld,person_natural$is_reg
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,has_approved_tnc,Is a Terms & Conditions Approver,,LDM:btfg$code_ldm_obj_fld.person_natural$is_tnc_aprver,ldm_obj_fld,person_natural$is_tnc_aprver
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_reg_wpl,Is Person a WestpacLive Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_wpl_reg,ldm_obj_fld,person_natural$is_wpl_reg
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,person_lname,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp_status_id,BP Status ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_status,ldm_obj_fld,acc$acc_status
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,custr_acc_struct_type_id,Account Structure Type ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_struct_type,ldm_obj_fld,acc$acc_struct_type
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,addr_print,Address ID,,LDM:btfg$code_ldm_obj_fld.acc$addr,ldm_obj_fld,acc$addr
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,avsr_oe_id,Adviser Person OE ID,,LDM:btfg$code_ldm_obj_fld.acc$avsr_person_oe,ldm_obj_fld,acc$avsr_person_oe
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp_sym,BP Key,,LDM:btfg$code_ldm_obj_fld.acc$bp_key,ldm_obj_fld,acc$bp_key
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp_modi_seq_nr,BP modification sequence number,,LDM:btfg$code_ldm_obj_fld.acc$bp_modi_seq_nr,ldm_obj_fld,acc$bp_modi_seq_nr
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp_nr,BP Numeric Key,,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,ldm_obj_fld,acc$bp_nr
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,lkm_id,CGT Lot-Keeping Method ID,,LDM:btfg$code_ldm_obj_fld.acc$cgt_lkm_tax,ldm_obj_fld,acc$cgt_lkm_tax
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,bp_is_open,Is BP open,,LDM:btfg$code_ldm_obj_fld.acc$is_opn,ldm_obj_fld,acc$is_opn
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,prod_id,Product,,LDM:btfg$code_ldm_obj_fld.acc$prod_id,ldm_obj_fld,acc$prod_id
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ref_curry_id,Reporting Currency ID,,LDM:btfg$code_ldm_obj_fld.acc$ref_curry,ldm_obj_fld,acc$ref_curry
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,opn_date,Open Date,,LDM:btfg$code_ldm_obj_fld.obj$open_date,ldm_obj_fld,obj$open_date
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,sign_date,Document Signature Date,,LDM:btfg$code_ldm_obj_fld.person$docm_sign_date,ldm_obj_fld,person$docm_sign_date
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,fee_eff_date,Fee Date from,,LDM:btfg$code_ldm_obj_fld.prod$fee_date_from,ldm_obj_fld,prod$fee_date_from
UI TD Transactions,BTFG$UI_DOC_FIDD_LIST.DOC.XSD,td_asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI Order Trading,BTFG$UI_DOC_LIST.DOC.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Order Trading,BTFG$UI_DOC_LIST.DOC.XSD,cont_id,Container,Container,LDM:btfg$code_ldm_obj.cont,ldm_obj,cont
UI Order Status details,BTFG$UI_DOC_LIST.INVST_STATUS.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Order Status details,BTFG$UI_DOC_LIST.INVST_STATUS.XSD,cont_id,Container,Container,LDM:btfg$code_ldm_obj.cont,ldm_obj,cont
UI Order Status details,BTFG$UI_DOC_LIST.INVST_STATUS.XSD,cont_type_id,Container Type,,LDM:btfg$code_ldm_obj_fld.cont$cont_type,ldm_obj_fld,cont$cont_type
Rebalance Triggers order by Transaction type,BTFG$UI_DOC_REBAL_TRIG.IPS_TRIG_GRP_DOC.XSD,ips_id,Investment Policy Statement,Investment Policy Statement,LDM:btfg$code_ldm_obj.ips,ldm_obj,ips
Rebalance Triggers order by Transaction type,BTFG$UI_DOC_REBAL_TRIG.IPS_TRIG_GRP_DOC.XSD,rebal_grp_id,Rebalance Group,,LDM:btfg$code_ldm_obj_fld.cont$rebal_grp,ldm_obj_fld,cont$rebal_grp
Rebalance Triggers order by Transaction type,BTFG$UI_DOC_REBAL_TRIG.IPS_TRIG_GRP_DOC.XSD,ips_status_id,Status ID,,LDM:btfg$code_ldm_obj_fld.ips$status,ldm_obj_fld,ips$status
UI CA Event Action,BTFG$UI_DOC_SECEVT.DOC.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI CA Event Transaction details,BTFG$UI_DOC_SECTRX.POS.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI CA Event Transaction details,BTFG$UI_DOC_SECTRX.POS.XSD,pos_id,Position,Position,LDM:btfg$code_ldm_obj.pos,ldm_obj,pos
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,btfg_book_kind_id,Fee Book kind,,LDM:btfg$code_ldm_obj_fld.prod$fee_book_kind,ldm_obj_fld,prod$fee_book_kind
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,tariff_factor,Fee Cap Factor,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_factor,ldm_obj_fld,prod$fee_cap_factor
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,max,Fee Maximum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_max,ldm_obj_fld,prod$fee_cap_max
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,min,Fee Minimum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_min,ldm_obj_fld,prod$fee_cap_min
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,bound_from,Fee Date from,,LDM:btfg$code_ldm_obj_fld.prod$fee_date_from,ldm_obj_fld,prod$fee_date_from
BP Tariff account admin fees,BTFG$UI_FEE.BP_COSTP.XSD,bound_to,Fee Date to,,LDM:btfg$code_ldm_obj_fld.prod$fee_date_to,ldm_obj_fld,prod$fee_date_to
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,avsr_id,Adviser,Adviser,LDM:btfg$code_ldm_obj.person_natural_imed_avsr,ldm_obj,person_natural_imed_avsr
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,dg_id,Dealer Group,Dealer Group,LDM:btfg$code_ldm_obj.person_oe_imed_dg,ldm_obj,person_oe_imed_dg
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,white_lbl_id,Badge,Badge,LDM:btfg$code_ldm_obj.prod_white_label,ldm_obj,prod_white_label
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,btfg_class_cont_type_id,Container Type,,LDM:btfg$code_ldm_obj_fld.cont$cont_type,ldm_obj_fld,cont$cont_type
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,btfg_book_kind_id,Fee Book kind,,LDM:btfg$code_ldm_obj_fld.prod$fee_book_kind,ldm_obj_fld,prod$fee_book_kind
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,factor,Fee Cap Factor,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_factor,ldm_obj_fld,prod$fee_cap_factor
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,maxim,Fee Maximum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_max,ldm_obj_fld,prod$fee_cap_max
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,minim,Fee Minimum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_min,ldm_obj_fld,prod$fee_cap_min
BP Tariff transactional fees,BTFG$UI_FEE.COSTP_COST.XSD,offset,Fee Offset Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_offset,ldm_obj_fld,prod$fee_cap_offset
UI Feedback List,BTFG$UI_FEEDBACK_LIST.DOC.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Feedback List,BTFG$UI_FEEDBACK_LIST.DOC.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Feedback List,BTFG$UI_FEEDBACK_LIST.DOC.XSD,resp_phone,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
UI Feedback List,BTFG$UI_FEEDBACK_LIST.DOC.XSD,open_date,Open Date,,LDM:btfg$code_ldm_obj_fld.obj$open_date,ldm_obj_fld,obj$open_date
UI Feedback List,BTFG$UI_FEEDBACK_LIST.DOC.XSD,resp_name,Full Name,,LDM:btfg$code_ldm_obj_fld.person$full_name,ldm_obj_fld,person$full_name
UI TD rates with Dealer Group,BTFG$UI_FIDD_RATE_LIST.IRC_DG.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI TD rates with Dealer Group,BTFG$UI_FIDD_RATE_LIST.IRC_DG.XSD,dealer_group,Dealer Group,Dealer Group,LDM:btfg$code_ldm_obj.person_oe_imed_dg,ldm_obj,person_oe_imed_dg
UI TD rates with Dealer Group,BTFG$UI_FIDD_RATE_LIST.IRC_DG.XSD,dealer_group_eop,Close Date,,LDM:btfg$code_ldm_obj_fld.obj$close_date,ldm_obj_fld,obj$close_date
UI TD rates with Dealer Group,BTFG$UI_FIDD_RATE_LIST.IRC_DG.XSD,dealer_group_sop,Open Date,,LDM:btfg$code_ldm_obj_fld.obj$open_date,ldm_obj_fld,obj$open_date
MIT Fund Payment Notice,BTFG$UI_FUND_NOTICE.DOC.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI Cash Interest Rate History,BTFG$UI_INTR_RATE.ASSET#HIST.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_id,Investment Policy Statement,Investment Policy Statement,LDM:btfg$code_ldm_obj.ips,ldm_obj,ips
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,aal_collect_id,Investible universe (AAL),,LDM:btfg$code_ldm_obj_fld.ips$aal_collect,ldm_obj_fld,ips$aal_collect
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_apir,APIR Code,,LDM:btfg$code_ldm_obj_fld.ips$apir_code,ldm_obj_fld,ips$apir_code
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_asset_class_id,Asset Class ID,,LDM:btfg$code_ldm_obj_fld.ips$asset_class,ldm_obj_fld,ips$asset_class
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,invst_mgr_id,Investment Manager ID,,LDM:btfg$code_ldm_obj_fld.ips$invst_mgr,ldm_obj_fld,ips$invst_mgr
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_invst_style_id,Investment Style ID,,LDM:btfg$code_ldm_obj_fld.ips$invst_style,ldm_obj_fld,ips$invst_style
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_name,Investment Policy Statement Name,,LDM:btfg$code_ldm_obj_fld.ips$ips_name,ldm_obj_fld,ips$ips_name
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_sym,IPS Symbolic Key,,LDM:btfg$code_ldm_obj_fld.ips$ips_sym,ldm_obj_fld,ips$ips_sym
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,min_init_invst,Minimum Initial Investment Amount,,LDM:btfg$code_ldm_obj_fld.ips$min_invst_amount,ldm_obj_fld,ips$min_invst_amount
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,ips_status_id,Status ID,,LDM:btfg$code_ldm_obj_fld.ips$status,ldm_obj_fld,ips$status
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,btfg_master_book_kind_id,Fee Book kind,,LDM:btfg$code_ldm_obj_fld.prod$fee_book_kind,ldm_obj_fld,prod$fee_book_kind
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,tariff_factor,Fee Cap Factor,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_factor,ldm_obj_fld,prod$fee_cap_factor
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,max,Fee Maximum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_max,ldm_obj_fld,prod$fee_cap_max
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,min,Fee Minimum Cap,,LDM:btfg$code_ldm_obj_fld.prod$fee_cap_min,ldm_obj_fld,prod$fee_cap_min
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,bound_from,Fee Date from,,LDM:btfg$code_ldm_obj_fld.prod$fee_date_from,ldm_obj_fld,prod$fee_date_from
UI IPS Details,BTFG$UI_IPS_LIST.IPS.XSD,bound_to,Fee Date to,,LDM:btfg$code_ldm_obj_fld.prod$fee_date_to,ldm_obj_fld,prod$fee_date_to
IM Report Header,BTFG$UI_IPS_LIST.IPS#IM_REP_HDR.XSD,ips_id,Investment Policy Statement,Investment Policy Statement,LDM:btfg$code_ldm_obj.ips,ldm_obj,ips
IM Report Header,BTFG$UI_IPS_LIST.IPS#IM_REP_HDR.XSD,invst_mgr_id,Investment Manager ID,,LDM:btfg$code_ldm_obj_fld.ips$invst_mgr,ldm_obj_fld,ips$invst_mgr
IM Report Header,BTFG$UI_IPS_LIST.IPS#IM_REP_HDR.XSD,status_id,Status ID,,LDM:btfg$code_ldm_obj_fld.ips$status,ldm_obj_fld,ips$status
UI Client Account Performance Summary by Period,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,bmrk_id,Benchmark,Benchmark,LDM:btfg$code_ldm_obj.bmrk,ldm_obj,bmrk
UI Client Account Performance Summary by Period,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,obj_id,Object,Object,LDM:btfg$code_ldm_obj.obj,ldm_obj,obj
UI Notification List,BTFG$UI_NTFCN_LIST.NTFCN.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Notification List,BTFG$UI_NTFCN_LIST.NTFCN.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Notification List,BTFG$UI_NTFCN_LIST.NTFCN.XSD,owner_type_id,Account Structure Type ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_struct_type,ldm_obj_fld,acc$acc_struct_type
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe,Organizational Entity,Organizational Entity,LDM:btfg$code_ldm_obj.person_oe,ldm_obj,person_oe
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,activ_acc,Organisational Entity Active Accounts,,LDM:btfg$code_ldm_obj_fld.person_oe$activ_acc,ldm_obj_fld,person_oe$activ_acc
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,distr_channel_id,Distibution Channel ID,,LDM:btfg$code_ldm_obj_fld.person_oe$distr_channel,ldm_obj_fld,person_oe$distr_channel
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,fua,Organisational Entity Funds Under Administration,,LDM:btfg$code_ldm_obj_fld.person_oe$fua,ldm_obj_fld,person_oe$fua
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,has_dg_advcong_fee,Is License Advice Fee Activated,,LDM:btfg$code_ldm_obj_fld.person_oe$has_dg_advcong_fee,ldm_obj_fld,person_oe$has_dg_advcong_fee
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,intm_entity_type_id,Intermediary Entity Type ID,,LDM:btfg$code_ldm_obj_fld.person_oe$intm_entity_type,ldm_obj_fld,person_oe$intm_entity_type
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,is_bpay_alw,Is Bpay Allowed ID,,LDM:btfg$code_ldm_obj_fld.person_oe$is_bpay_alw,ldm_obj_fld,person_oe$is_bpay_alw
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,is_linked_acc_alw,Is Linked Accounts Allowed ID,,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,ldm_obj_fld,person_oe$is_linked_acc_alw
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,is_pay_anyone_alw,Is Pay anyone Allowed ID,,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,ldm_obj_fld,person_oe$is_pay_anyone_alw
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,is_payable_party,Is Payable Party,,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,ldm_obj_fld,person_oe$is_pay_oe
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,is_silo,Is Silo ID,,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,ldm_obj_fld,person_oe$is_silo
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_aprv_offline,Can Approve Offline,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,ldm_obj_fld,person_oe$oe_aprv_offline
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_ebi_key,Organisational Entity EBI Key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,ldm_obj_fld,person_oe$oe_ebi_key
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_gcm_id,Organisational Entity GCM ID,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,ldm_obj_fld,person_oe$oe_gcm
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_key,Organisational Entity Key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,ldm_obj_fld,person_oe$oe_key
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_open_date,Organisational Entity Open Date,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,ldm_obj_fld,person_oe$oe_open_date
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_parent_id,Organisational Entity Parent ID,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_parent,ldm_obj_fld,person_oe$oe_parent
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_parent_ebi_key,Organisational Entity Parent EBI Key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_parent_ebi_key,ldm_obj_fld,person_oe$oe_parent_ebi_key
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_parent_key,Organisational Entity Parent Key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_parent_key,ldm_obj_fld,person_oe$oe_parent_key
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_pers_gcm_id,Owner GCM ID,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_pers_gcm,ldm_obj_fld,person_oe$oe_pers_gcm
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_pers_leg_id,Owner,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_pers_leg,ldm_obj_fld,person_oe$oe_pers_leg
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_pers_leg_key,Owner Key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_pers_leg_key,ldm_obj_fld,person_oe$oe_pers_leg_key
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_pers_leg_name,Owner Name,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_pers_leg_name,ldm_obj_fld,person_oe$oe_pers_leg_name
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_pers_open_date,Owner Open Date,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_pers_open_date,ldm_obj_fld,person_oe$oe_pers_open_date
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_ppid_key,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ppid_key,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ppid_key,ldm_obj_fld,person_oe$oe_ppid_key
