Interface Name,Source Name,LDM Text Type,Internal ID,LDM Object Type,Element Name,LDM Field,Entity Name_x,LDM Text,Entity Name_y,Attribute Name,Type,Description
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$bp_modi_seq_nr,acc,modi_seq_nr,BP modification sequence number,-,LDM:btfg$code_ldm_obj_fld.acc$bp_modi_seq_nr,Account,BP modification sequence number,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,acc$bp_modi_seq_nr,acc,bp_modi_seq_nr,BP modification sequence number,-,LDM:btfg$code_ldm_obj_fld.acc$bp_modi_seq_nr,Account,BP modification sequence number,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ldm_obj_fld,acc$bp_modi_seq_nr,acc,bp_modi_seq_nr,BP modification sequence number,-,LDM:btfg$code_ldm_obj_fld.acc$bp_modi_seq_nr,Account,BP modification sequence number,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$bp_nr,acc,bp_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
UI Assets details,BTFG$UI_ASSET_LIST.ASSET.XSD,ldm_obj_fld,acc$bp_nr,acc,issuer,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,acc$bp_nr,acc,bp_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
UI BP List,BTFG$UI_BP_LIST.ALL#CUSTR.XSD,ldm_obj_fld,acc$bp_nr,acc,bp_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ldm_obj_fld,acc$bp_nr,acc,bp_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,ldm_obj_fld,acc$bp_nr,acc,acc_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
UI Transaction Bundler Orders,BTFG$UI_TRX_BDL_LIST.DOC.XSD,ldm_obj_fld,acc$bp_nr,acc,bp_nr,BP Numeric Key,-,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,Account,BP Numeric Key,-,(ABS Field Type Avaloq Code Table)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$cgt_lkm_tax,acc,cgt_lkm_tax_id,CGT Lot-Keeping Method ID,-,LDM:btfg$code_ldm_obj_fld.acc$cgt_lkm_tax,Account,CGT Lot-Keeping Method ID,-,(ABS Field Type Avaloq Code Table)
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ldm_obj_fld,acc$cgt_lkm_tax,acc,lkm_id,CGT Lot-Keeping Method ID,-,LDM:btfg$code_ldm_obj_fld.acc$cgt_lkm_tax,Account,CGT Lot-Keeping Method ID,-,(ABS Field Type Avaloq Code Table)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$is_opn,acc,bp_is_open,Is BP open,-,LDM:btfg$code_ldm_obj_fld.acc$is_opn,Account,Is BP open,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI BP List,BTFG$UI_BP_LIST.ALL#CUSTR.XSD,ldm_obj_fld,acc$is_opn,acc,bp_is_open,Is BP open,-,LDM:btfg$code_ldm_obj_fld.acc$is_opn,Account,Is BP open,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
Get Account Activation Status,BTFG$UI_DOC_CUSTR_LIST.DOC.XSD,ldm_obj_fld,acc$is_opn,acc,bp_is_open,Is BP open,-,LDM:btfg$code_ldm_obj_fld.acc$is_opn,Account,Is BP open,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ldm_obj_fld,acc$is_opn,acc,bp_is_open,Is BP open,-,LDM:btfg$code_ldm_obj_fld.acc$is_opn,Account,Is BP open,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$pens_annu_max_amt,acc,pens_annu_max_amt,Pension Annual Maximum Amount,-,LDM:btfg$code_ldm_obj_fld.acc$pens_annu_max_amt,Account,Pension Annual Maximum Amount,pls_integer or number,Annual Maximum Amount / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$pens_annu_min_amt,acc,pens_annu_min_amt,Pension Annual Minimum Amount,-,LDM:btfg$code_ldm_obj_fld.acc$pens_annu_min_amt,Account,Pension Annual Minimum Amount,pls_integer or number,Annual Minimum Amount / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$pens_commence_date,acc,pens_commence_date,Pension Commencement Date,-,LDM:btfg$code_ldm_obj_fld.acc$pens_commence_date,Account,Pension Commencement Date,date,Commencement Date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$ref_curry,acc,ref_curry_id,Reporting Currency ID,-,LDM:btfg$code_ldm_obj_fld.acc$ref_curry,Account,Reporting Currency ID,Logical Data Model Object,Reference curreny / (ABS Field Type LDM Object)
Client On-boarding Details,BTFG$UI_DOC_CUSTR_LIST.DOC#DOC_DET.XSD,ldm_obj_fld,acc$ref_curry,acc,ref_curry_id,Reporting Currency ID,-,LDM:btfg$code_ldm_obj_fld.acc$ref_curry,Account,Reporting Currency ID,Logical Data Model Object,Reference curreny / (ABS Field Type LDM Object)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_esp_start_date,acc,sa_esp_start_date,Eligible Service Date,-,LDM:btfg$code_ldm_obj_fld.acc$sa_esp_start_date,Account,Eligible Service Date,date,(ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_pens_type,acc,sa_pens_type,Superannuation Pension Type ID,-,LDM:btfg$code_ldm_obj_fld.acc$sa_pens_type,Account,Superannuation Pension Type ID,-,(ABS Field Type Avaloq Code Table)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_psv,acc,sa_psv,Superannuation Preserved,-,LDM:btfg$code_ldm_obj_fld.acc$sa_psv,Account,Superannuation Preserved,pls_integer or number,Superannuation Preserved / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_rnpsv,acc,sa_rnpsv,Superannuation Restricted Non-Preserved,-,LDM:btfg$code_ldm_obj_fld.acc$sa_rnpsv,Account,Superannuation Restricted Non-Preserved,pls_integer or number,Superannuation Restricted Non-Preserved / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_sub_type,acc,sa_sub_type,Superannuation Sub Type ID,-,LDM:btfg$code_ldm_obj_fld.acc$sa_sub_type,Account,Superannuation Sub Type ID,-,(ABS Field Type Avaloq Code Table)
UI BP List,BTFG$UI_BP_LIST.ALL#CUSTR.XSD,ldm_obj_fld,acc$sa_sub_type,acc,sa_sub_type,Superannuation Sub Type ID,-,LDM:btfg$code_ldm_obj_fld.acc$sa_sub_type,Account,Superannuation Sub Type ID,-,(ABS Field Type Avaloq Code Table)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_tax_free_compo,acc,sa_tax_free_compo,Superannuation Tax Free component,-,LDM:btfg$code_ldm_obj_fld.acc$sa_tax_free_compo,Account,Superannuation Tax Free component,pls_integer or number,Superannuation Tax-Free / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_txbl_compo,acc,sa_txbl_compo,Superannuation Taxable (Taxed) component,-,LDM:btfg$code_ldm_obj_fld.acc$sa_txbl_compo,Account,Superannuation Taxable (Taxed) component,pls_integer or number,Superannuation Taxable (Taxed) / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$sa_unpsv,acc,sa_unpsv,Superannuation Unrestricted Non-Preserved,-,LDM:btfg$code_ldm_obj_fld.acc$sa_unpsv,Account,Superannuation Unrestricted Non-Preserved,pls_integer or number,Superannuation Unrestricted Non-Preserved / (ABS Field Type Avaloq DDIC Number)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,acc$wtax_liab,acc,wtax_liab,Withholding Tax Liable ID,-,LDM:btfg$code_ldm_obj_fld.acc$wtax_liab,Account,Withholding Tax Liable ID,-,(ABS Field Type Avaloq Code Table)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Shadow Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Client Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,FTP Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Shadow Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,Client Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bcode,cont,dir_cont_bcode,BPAY Biller Code,-,LDM:btfg$code_ldm_obj_fld.cont$bcode,FTP Container,BPAY Biller Code,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Shadow Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Client Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,FTP Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Shadow Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,Client Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
UI BP payment details,BTFG$UI_BP.PAY_DET.XSD,ldm_obj_fld,cont$bsb,cont,dir_cont_bsb,BSB,-,LDM:btfg$code_ldm_obj_fld.cont$bsb,FTP Container,BSB,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Object,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Person,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Organizational Entity,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Intermediary Structure,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Issuer Entity,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Super Dealer Group,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Dealer Group,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Practice,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Office,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Adviser Position,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Internal Structure,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Investment Manager Structure,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Investment Manager Position,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Profile,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Legal Person,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Counterparty,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Organizational Investor,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Corporate Investor,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Trust Investor,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,SMSF Investor,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Organizational Intermediary,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Owner,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Natural Person,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Individual Investor,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Internal User,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Indiviudal Intermediary,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Adviser,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Dealer Group Manager,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Adviser Assistant,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Paraplanner,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Practice Manager,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Contact,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Account,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Address,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Postal Address,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Electronical Address,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Asset,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Collection,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Container,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Shadow Container,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Client Container,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,FTP Container,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Country,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Currency,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Document,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Investment Policy Statement,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Asset Allocation,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Strategic Asset Allocation,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Master Asset Allocation,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Hobs,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Benchmark,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Model Portfolio,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Product,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Platform Offering,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Product Category,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Private Label,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Badge,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
BP Details,BTFG$UI_BP.BP.XSD,ldm_obj_fld,obj$close_date,obj,close_date,Close Date,Object,LDM:btfg$code_ldm_obj_fld.obj$close_date,Cash & Direct Offer,Close Date,date,Closing date / (ABS Field Type Avaloq DDIC Date)
